"","Country","NUTS_ID","Region name","Basic Human Needs","Foundations of Well-Being","Opportunity","Aggregated Index"
"193","NL","NL41","Noord-Brabant",87.3960943372226,72.6657893352852,74.7619334319008,78.1427079796078
"194","NL","NL42","Limburg",86.7295143073439,71.4188391405709,73.0776643267423,76.9268301174637
"195","PL","PL21","Małopolskie",78.5442324583323,55.3145847894792,57.3045756840314,63.3078789003937
"196","PL","PL22","Śląskie",76.7589090119161,51.2176306332831,54.870773693618,60.452421095106
"197","PL","PL41","Wielkopolskie",76.1147860150373,60.2140638282041,50.7769608312495,61.9366189661811
"198","PL","PL42","Zachodniopomorskie",74.712638846138,61.7097491714607,48.5966968375672,61.2062954645808
"199","PL","PL43","Lubuskie",75.4457570013332,59.1242640015231,46.4490618296321,59.7556671234175
"200","PL","PL51","Dolnośląskie",77.3528528615786,58.53319263398,51.2858195594668,61.9219884987494
"201","PL","PL52","Opolskie",79.5130124171344,56.5719534618752,46.4397427368134,60.0785745703302
"202","PL","PL61","Kujawsko-pomorskie",75.5506886803907,59.9609980853967,45.5026495218001,59.7065486248089
"203","PL","PL62","Warmińsko-mazurskie",76.6165263235633,61.2279342623663,45.3012420183025,60.3653088198421
"204","PL","PL63","Pomorskie",77.7069587987053,65.7191153646841,52.0781401385718,64.740295641275
"205","PL","PL71","Łódzkie",74.2817191168198,54.3837195832144,48.2337284580327,58.462675819189
"206","PL","PL72","Świętokrzyskie",75.0743113407948,56.5421268492504,43.6210630303922,57.7023436363792
"207","PL","PL81","Lubelskie",74.2706408157205,59.4436540578972,50.6486399012013,61.0731749437208
"208","PL","PL82","Podkarpackie",75.837834774877,59.2814349170752,47.565406083365,60.3454683462643
"209","PL","PL84","Podlaskie",79.0145581447944,61.488430340627,50.8101312718371,63.2480446550011
"210","PL","PL91","Warszawski stołeczny",79.3717425400044,60.5468373445312,62.6228136410875,67.260362741742
"211","PL","PL92","Mazowiecki regionalny",76.7165603868259,59.9059564343614,47.8328692256763,60.9171089058288
"212","PT","PT11","Norte",80.706782735982,61.7016441839842,55.3334843631116,65.4879240448748
"213","PT","PT15","Algarve",80.9978809688891,57.1977017351019,51.4144679035672,62.5849059841693
"214","PT","PT16","Centro",82.4564626738559,59.878966051184,55.9993345343123,65.6206624406504
"215","PT","PT17","Área Metr. de Lisboa",80.2380698823954,64.819906141008,62.3866627621218,68.9297041228365
"216","PT","PT18","Alentejo",79.6471508658441,55.2313849244266,51.7800098425657,61.6337005725683
"217","PT","PT20","Região Autónoma dos Açores",76.2435932397327,51.0060872544172,48.694758863651,58.0226262945421
"218","PT","PT30","Região Autónoma da Madeira",76.0790795072125,53.4079632059925,51.7408064715522,59.9257423653797
"219","RO","RO11","Nord-Vest",66.9650210483472,49.1578414863552,38.706492203773,50.960253995399
"220","RO","RO12","Centru",67.2695621699799,48.2681001845867,35.4225144904463,49.472507938444
"221","RO","RO21","Nord-Est",60.1961983203359,43.1875692638189,32.9642083145496,44.7640945598052
"222","RO","RO22","Sud-Est",59.1944321011778,42.7540766576607,30.9867453194223,43.5557139658233
"223","RO","RO31","Sud - Muntenia",57.0325104573101,43.7771983886976,32.0073847453057,43.6741582763847
"224","RO","RO32","Bucureşti - Ilfov",66.6984139554895,53.3883137078276,43.7198183269918,54.1977520799928
"225","RO","RO41","Sud-Vest Oltenia",60.6910483506199,46.584483708823,34.8817398867353,46.7938319454135
"226","RO","RO42","Vest",68.8008871535125,50.1398661458127,36.8545787894741,51.1052373832754
"227","SE","SE11","Stockholm",83.9563337492793,83.1845880682199,78.5227385797419,81.8701230421762
"228","SE","SE12","Östra Mellansverige",85.3093958018428,82.8869973829198,78.7552778301953,82.2948654336301
"229","SE","SE21","Småland med öarna",89.1037901816102,82.8297626630461,77.0134412964715,82.9088945569669
